model_name,model_short,primitive,emotion,combo,trial,meaning_score,excitement_score,emotional_elicitation,clarity_score,universality_score,embodiment_score,novelty_score,composite_score,dominant_sensation,composite_concept,confidence,parse_failed
qwen2.5:0.5b,qwen,time,Nostalgia,time × Nostalgia,1,10,0,0,10,10,10,0,6.5,nostalgia,nostalgic memory,1.0,False
qwen2.5:0.5b,qwen,time,Nostalgia,time × Nostalgia,2,0,0,0,0,0,0,0,0.0,nostalgia,nostalgia,0.0,False
qwen2.5:0.5b,qwen,time,Nostalgia,time × Nostalgia,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,True
qwen2.5:0.5b,qwen,time,Anxiety,time × Anxiety,1,10,10,10,10,10,10,10,10.0,anxiety,anxiety,1.0,False
qwen2.5:0.5b,qwen,time,Anxiety,time × Anxiety,2,0,0,0,0,0,0,0,0.0,,,1.0,False
qwen2.5:0.5b,qwen,time,Anxiety,time × Anxiety,3,9,8,7,8,8,8,7,8.0,anxiety,anxiety,1.0,False
qwen2.5:0.5b,qwen,time,Awe,time × Awe,1,0,0,0,0,0,0,0,0.0,empty,no meaningful combination,0.0,False
qwen2.5:0.5b,qwen,time,Awe,time × Awe,2,0,0,0,0,0,0,0,0.0,,time,0.0,False
qwen2.5:0.5b,qwen,time,Awe,time × Awe,3,10,10,10,10,10,10,10,10.0,awe,Awe,1.0,False
qwen2.5:0.5b,qwen,time,Interest,time × Interest,1,5,5,5,5,5,5,5,5.0,interest,time,1.0,False
qwen2.5:0.5b,qwen,time,Interest,time × Interest,2,10,5,5,10,10,10,10,8.5,balance,balance between time and interest,1.0,False
qwen2.5:0.5b,qwen,time,Interest,time × Interest,3,10,10,10,10,10,10,10,10.0,interest,time interest,1.0,False
qwen2.5:0.5b,qwen,now,Anxiety,now × Anxiety,1,10,0,0,0,0,0,0,2.5,no emotion,anxiety,1.0,False
qwen2.5:0.5b,qwen,now,Anxiety,now × Anxiety,2,0,0,0,0,0,0,0,0.0,anxiety,anxiety,0.0,False
qwen2.5:0.5b,qwen,now,Anxiety,now × Anxiety,3,10,10,10,10,10,10,10,10.0,anxiety,anxiety,1.0,False
qwen2.5:0.5b,qwen,now,Excitement,now × Excitement,1,10,10,10,10,10,10,10,10.0,excited,now,1.0,False
qwen2.5:0.5b,qwen,now,Excitement,now × Excitement,2,10,10,10,10,10,10,10,10.0,excitement,now,1.0,False
qwen2.5:0.5b,qwen,now,Excitement,now × Excitement,3,5,10,10,5,5,5,10,6.75,excited,now excited,1.0,False
qwen2.5:0.5b,qwen,now,Calmness,now × Calmness,1,0,0,0,0,0,0,0,0.0,calmness,now,1.0,False
qwen2.5:0.5b,qwen,now,Calmness,now × Calmness,2,10,0,0,0,0,0,0,2.5,no dominant sensation,now,1.0,False
qwen2.5:0.5b,qwen,now,Calmness,now × Calmness,3,5,5,5,5,5,5,5,5.0,calmness,now calmness,1.0,False
qwen2.5:0.5b,qwen,before,Nostalgia,before × Nostalgia,1,0,0,0,0,0,0,0,0.0,,before,0.0,False
qwen2.5:0.5b,qwen,before,Nostalgia,before × Nostalgia,2,9,8,8,8,8,8,6,8.15,nostalgia,before,1.0,False
qwen2.5:0.5b,qwen,before,Nostalgia,before × Nostalgia,3,0,0,0,0,0,0,0,0.0,Nostalgia,before-then,0.8,False
qwen2.5:0.5b,qwen,before,Sadness,before × Sadness,1,10,0,8,0,0,0,7,4.45,sadness,before-then,1.0,False
qwen2.5:0.5b,qwen,before,Sadness,before × Sadness,2,9,7,4,9,7,5,4,6.85,sadness,before-sadness,1.0,False
qwen2.5:0.5b,qwen,before,Sadness,before × Sadness,3,10,10,10,10,10,10,10,10.0,sadness,sadness,1.0,False
qwen2.5:0.5b,qwen,before,Pride,before × Pride,1,10,5,0,10,5,0,0,5.25,Pride,before + pride,1.0,False
qwen2.5:0.5b,qwen,before,Pride,before × Pride,2,0,0,0,0,0,0,0,0.0,before,before,0.0,False
qwen2.5:0.5b,qwen,before,Pride,before × Pride,3,0,0,5,0,0,0,0,1.0,pride,pride,1.0,False
qwen2.5:0.5b,qwen,after,Relief,after × Relief,1,5,3,5,6,5,3,5,4.75,relief,after relief,1.0,False
qwen2.5:0.5b,qwen,after,Relief,after × Relief,2,10,10,10,10,10,10,10,10.0,relief,after relief,1.0,False
qwen2.5:0.5b,qwen,after,Relief,after × Relief,3,0,0,0,0,0,0,0,0.0,relief,after relief,1.0,False
qwen2.5:0.5b,qwen,after,Satisfaction,after × Satisfaction,1,0,0,0,0,0,0,0,0.0,satisfaction,after-satisfaction,1.0,False
qwen2.5:0.5b,qwen,after,Satisfaction,after × Satisfaction,2,9,10,10,9,10,8,10,9.4,after,after — how it relates to the other elements,0.9,False
qwen2.5:0.5b,qwen,after,Satisfaction,after × Satisfaction,3,10,10,10,10,10,10,10,10.0,satisfaction,satisfaction,1.0,False
qwen2.5:0.5b,qwen,after,Nostalgia,after × Nostalgia,1,0,0,0,0,0,0,0,0.0,Nostalgia,Nostalgia,1.0,False
qwen2.5:0.5b,qwen,after,Nostalgia,after × Nostalgia,2,8,8,8,8,8,8,8,8.0,nostalgia,after,1.0,False
qwen2.5:0.5b,qwen,after,Nostalgia,after × Nostalgia,3,0,0,0,0,0,0,0,0.0,narrative,after,1.0,False
qwen2.5:0.5b,qwen,moment,Awe,moment × Awe,1,10,10,0,10,10,10,10,8.0,Awe,Awe,1.0,False
qwen2.5:0.5b,qwen,moment,Awe,moment × Awe,2,0,0,0,0,0,0,0,0.0,,,1.0,False
qwen2.5:0.5b,qwen,moment,Awe,moment × Awe,3,0,0,0,0,0,0,0,0.0,Awe,moment,1.0,False
qwen2.5:0.5b,qwen,moment,Excitement,moment × Excitement,1,10,10,10,10,10,10,10,10.0,moment,moment,1.0,False
qwen2.5:0.5b,qwen,moment,Excitement,moment × Excitement,2,0,0,0,0,0,0,0,0.0,no dominant sensation,moment,0.0,False
qwen2.5:0.5b,qwen,moment,Excitement,moment × Excitement,3,10,10,0,0,0,0,0,3.5,excitement,excitement,0.9,False
qwen2.5:0.5b,qwen,moment,Fear,moment × Fear,1,0,0,10,0,0,0,1,2.05,moment,moment,1.0,False
qwen2.5:0.5b,qwen,moment,Fear,moment × Fear,2,0,0,0,0,0,0,0,0.0,fear,fear,1.0,False
qwen2.5:0.5b,qwen,moment,Fear,moment × Fear,3,10,10,10,10,10,10,10,10.0,fear,moment fear,1.0,False
qwen2.5:0.5b,qwen,moment,Interest,moment × Interest,1,5,3,5,5,3,3,5,4.3,moment,moment,1.0,False
qwen2.5:0.5b,qwen,moment,Interest,moment × Interest,2,0,0,0,0,0,0,0,0.0,interest,moment,1.0,False
qwen2.5:0.5b,qwen,moment,Interest,moment × Interest,3,9,0,1,9,9,0,1,5.2,moment,moment,1.0,False
qwen2.5:0.5b,qwen,place,Nostalgia,place × Nostalgia,1,0,0,0,0,0,0,0,0.0,not applicable,na,0.0,False
qwen2.5:0.5b,qwen,place,Nostalgia,place × Nostalgia,2,5,5,5,5,5,5,5,5.0,nostalgia,place,1.0,False
qwen2.5:0.5b,qwen,place,Nostalgia,place × Nostalgia,3,9,0,7,8,9,8,8,7.4,place,place,1.0,False
qwen2.5:0.5b,qwen,place,Awe,place × Awe,1,10,10,10,10,10,10,10,10.0,awe,awe,1.0,False
qwen2.5:0.5b,qwen,place,Awe,place × Awe,2,0,0,0,0,0,0,0,0.0,awe,place,1.0,False
qwen2.5:0.5b,qwen,place,Awe,place × Awe,3,10,10,10,10,10,10,10,10.0,awe,awe,1.0,False
qwen2.5:0.5b,qwen,place,Anxiety,place × Anxiety,1,0,0,0,0,0,0,0,0.0,anxiety,place anxiety,0.0,False
qwen2.5:0.5b,qwen,place,Anxiety,place × Anxiety,2,10,5,3,7,8,2,0,6.05,place,place,1.0,False
qwen2.5:0.5b,qwen,place,Anxiety,place × Anxiety,3,10,10,10,10,10,10,10,10.0,anxiety,anxiety,1.0,False
qwen2.5:0.5b,qwen,place,Curiosity,place × Curiosity,1,8,8,8,8,8,8,8,8.0,place,place,1.0,False
qwen2.5:0.5b,qwen,place,Curiosity,place × Curiosity,2,0,0,0,0,0,0,0,0.0,curiosity,place,1.0,False
qwen2.5:0.5b,qwen,place,Curiosity,place × Curiosity,3,10,10,10,10,10,10,10,10.0,curiosity,curiosity,1.0,False
qwen2.5:0.5b,qwen,here,Calmness,here × Calmness,1,0,0,0,0,0,0,0,0.0,Calmness,calmness,1.0,False
qwen2.5:0.5b,qwen,here,Calmness,here × Calmness,2,5,1,4,5,1,0,0,3.05,calmness,calmness,1.0,False
qwen2.5:0.5b,qwen,here,Calmness,here × Calmness,3,0,0,0,0,0,0,0,0.0,Calmness,calmness,1.0,False
qwen2.5:0.5b,qwen,here,Nostalgia,here × Nostalgia,1,10,10,10,10,10,10,10,10.0,nostalgia,nostalgia,1.0,False
qwen2.5:0.5b,qwen,here,Nostalgia,here × Nostalgia,2,10,8,10,10,10,10,10,9.8,nostalgia,nostalgic feeling,1.0,False
qwen2.5:0.5b,qwen,here,Nostalgia,here × Nostalgia,3,0,0,0,0,0,0,0,0.0,,nostalgia,1.0,False
qwen2.5:0.5b,qwen,here,Anxiety,here × Anxiety,1,10,10,10,10,10,10,10,10.0,anxiety,anxiety,1.0,False
qwen2.5:0.5b,qwen,here,Anxiety,here × Anxiety,2,0,0,0,0,0,0,0,0.0,anxiety,anxiety,0.0,False
qwen2.5:0.5b,qwen,here,Anxiety,here × Anxiety,3,0,0,0,0,0,0,0,0.0,anxiety,anxiety,1.0,False
qwen2.5:0.5b,qwen,far,Nostalgia,far × Nostalgia,1,8,4,0,3,3,0,1,3.35,far,far,0.8,False
qwen2.5:0.5b,qwen,far,Nostalgia,far × Nostalgia,2,10,8,7,8,6,6,7,7.75,far,far,1.0,False
qwen2.5:0.5b,qwen,far,Nostalgia,far × Nostalgia,3,0,0,0,0,0,0,0,0.0,,far,1.0,False
qwen2.5:0.5b,qwen,far,Awe,far × Awe,1,8,8,9,8,9,8,9,8.4,far,far,1.0,False
qwen2.5:0.5b,qwen,far,Awe,far × Awe,2,0,0,0,0,0,0,0,0.0,far,far,1.0,False
qwen2.5:0.5b,qwen,far,Awe,far × Awe,3,0,0,0,0,0,0,0,0.0,far,far,1.0,False
qwen2.5:0.5b,qwen,far,Anxiety,far × Anxiety,1,10,10,10,10,10,10,10,10.0,anxiety,anxiety and far,1.0,False
qwen2.5:0.5b,qwen,far,Anxiety,far × Anxiety,2,0,0,0,0,0,0,0,0.0,far,far,0.0,False
qwen2.5:0.5b,qwen,far,Anxiety,far × Anxiety,3,9,6,8,8,7,6,6,7.6,far,far,1.0,False
qwen2.5:0.5b,qwen,near,Calmness,near × Calmness,1,2,0,0,0,0,0,0,0.5,calmness,calmness,0.8,False
qwen2.5:0.5b,qwen,near,Calmness,near × Calmness,2,0,0,0,0,0,0,0,0.0,,near calmness,0.0,False
qwen2.5:0.5b,qwen,near,Calmness,near × Calmness,3,0,0,0,0,0,0,0,0.0,Near,near,1.0,False
qwen2.5:0.5b,qwen,near,Anxiety,near × Anxiety,1,0,0,0,0,0,0,0,0.0,anxiety,anxiety,0.5,False
qwen2.5:0.5b,qwen,near,Anxiety,near × Anxiety,2,10,10,10,10,10,10,10,10.0,near,near,1.0,False
qwen2.5:0.5b,qwen,near,Anxiety,near × Anxiety,3,0,0,0,0,0,0,0,0.0,anxiety,near-anxiety,0.7,False
qwen2.5:0.5b,qwen,near,Romance,near × Romance,1,5,5,5,5,5,5,5,5.0,romantic,romantic,1.0,False
qwen2.5:0.5b,qwen,near,Romance,near × Romance,2,0,0,0,0,0,0,0,0.0,Romance,near,1.0,False
qwen2.5:0.5b,qwen,near,Romance,near × Romance,3,0,0,0,0,0,0,0,0.0,,"near, romance",0.5,False
qwen2.5:0.5b,qwen,inside,Comfort,inside × Comfort,1,5,3,5,3,3,3,2,3.85,comfort,comfort,1.0,False
qwen2.5:0.5b,qwen,inside,Comfort,inside × Comfort,2,0,0,0,0,0,0,0,0.0,,inside,0.0,False
qwen2.5:0.5b,qwen,inside,Comfort,inside × Comfort,3,10,10,10,10,10,10,10,10.0,comfort,comfort,1.0,False
qwen2.5:0.5b,qwen,inside,Curiosity,inside × Curiosity,1,0,0,0,0,0,0,0,0.0,Curiosity,Curiosity,1.0,False
qwen2.5:0.5b,qwen,inside,Curiosity,inside × Curiosity,2,10,10,10,10,10,10,10,10.0,curiosity,inside,1.0,False
qwen2.5:0.5b,qwen,inside,Curiosity,inside × Curiosity,3,0,0,0,0,0,0,0,0.0,curiosity,curiosity,1.0,False
qwen2.5:0.5b,qwen,inside,Fear,inside × Fear,1,10,10,10,10,10,10,10,10.0,inside,inside,1.0,False
qwen2.5:0.5b,qwen,inside,Fear,inside × Fear,2,9,9,8,8,6,8,8,8.05,escape,inside feeling,1.0,False
qwen2.5:0.5b,qwen,inside,Fear,inside × Fear,3,0,0,0,0,0,0,0,0.0,Fear,Fear,1.0,False
qwen2.5:0.5b,qwen,not,Disgust,not × Disgust,1,10,10,10,10,10,10,0,9.5,not,disgusted not,1.0,False
qwen2.5:0.5b,qwen,not,Disgust,not × Disgust,2,10,0,0,0,0,0,0,2.5,disgust,not,0.0,False
qwen2.5:0.5b,qwen,not,Disgust,not × Disgust,3,0,0,0,0,0,0,0,0.0,disgust,not,0.0,False
qwen2.5:0.5b,qwen,not,Fear,not × Fear,1,10,0,0,10,10,0,0,5.5,Fear,fear,1.0,False
qwen2.5:0.5b,qwen,not,Fear,not × Fear,2,0,0,0,0,0,0,0,0.0,Fear,not,0.0,False
qwen2.5:0.5b,qwen,not,Fear,not × Fear,3,0,0,0,0,0,0,0,0.0,not,not,0.0,False
qwen2.5:0.5b,qwen,not,Anxiety,not × Anxiety,1,10,0,0,10,0,0,0,4.0,not,not,1.0,False
qwen2.5:0.5b,qwen,not,Anxiety,not × Anxiety,2,0,0,0,0,0,0,0,0.0,not,not,0.0,False
qwen2.5:0.5b,qwen,not,Anxiety,not × Anxiety,3,0,0,0,0,0,0,0,0.0,anxiety,anxiety,1.0,False
qwen2.5:0.5b,qwen,not,Calmness,not × Calmness,1,5,5,5,5,5,5,5,5.0,calm,calm,1.0,False
qwen2.5:0.5b,qwen,not,Calmness,not × Calmness,2,0,0,0,0,0,0,0,0.0,no,no,1.0,False
qwen2.5:0.5b,qwen,not,Calmness,not × Calmness,3,0,0,0,0,0,0,0,0.0,None,not,1.0,False
qwen2.5:0.5b,qwen,maybe,Hope,maybe × Hope,1,5,5,5,5,5,5,5,5.0,Hope,hopeful,1.0,False
qwen2.5:0.5b,qwen,maybe,Hope,maybe × Hope,2,0,0,0,0,0,0,0,0.0,hope,hope,1.0,False
qwen2.5:0.5b,qwen,maybe,Hope,maybe × Hope,3,0,0,0,0,0,0,0,0.0,primitive concept,hope,1.0,False
qwen2.5:0.5b,qwen,maybe,Anxiety,maybe × Anxiety,1,0,0,0,0,0,0,0,0.0,anxiety,maybe,1.0,False
qwen2.5:0.5b,qwen,maybe,Anxiety,maybe × Anxiety,2,0,0,0,0,0,0,0,0.0,Anxiety,anxiety,1.0,False
qwen2.5:0.5b,qwen,maybe,Anxiety,maybe × Anxiety,3,0,0,0,0,0,0,0,0.0,anxiety,anxiety,1.0,False
qwen2.5:0.5b,qwen,maybe,Curiosity,maybe × Curiosity,1,10,10,10,10,10,10,10,10.0,maybe,maybe,1.0,False
qwen2.5:0.5b,qwen,maybe,Curiosity,maybe × Curiosity,2,10,10,10,10,10,10,10,10.0,curiosity,maybe,1.0,False
qwen2.5:0.5b,qwen,maybe,Curiosity,maybe × Curiosity,3,0,0,0,0,0,0,0,0.0,,maybe,0.0,False
qwen2.5:0.5b,qwen,if,Hope,if × Hope,1,10,10,10,10,10,10,10,10.0,hope,hope,1.0,False
qwen2.5:0.5b,qwen,if,Hope,if × Hope,2,0,0,0,0,0,0,0,0.0,hope,hope,1.0,False
qwen2.5:0.5b,qwen,if,Hope,if × Hope,3,0,0,0,0,0,0,0,0.0,hope,hope,1.0,False
qwen2.5:0.5b,qwen,if,Anxiety,if × Anxiety,1,10,8,9,9,9,9,9,9.15,anxiety,anxiety,1.0,False
qwen2.5:0.5b,qwen,if,Anxiety,if × Anxiety,2,0,0,0,0,0,0,0,0.0,Anxiety,anxiety,1.0,False
qwen2.5:0.5b,qwen,if,Anxiety,if × Anxiety,3,7,1,3,0,3,3,0,3.2,anxiety,anxiety,1.0,False
qwen2.5:0.5b,qwen,if,Curiosity,if × Curiosity,1,0,0,0,0,0,0,0,0.0,Curiosity,Curiosity,1.0,False
qwen2.5:0.5b,qwen,if,Curiosity,if × Curiosity,2,10,10,10,10,10,10,10,10.0,curiosity,if,1.0,False
qwen2.5:0.5b,qwen,if,Curiosity,if × Curiosity,3,10,10,10,10,10,10,10,10.0,Curiosity,Curiosity,1.0,False
qwen2.5:0.5b,qwen,very,Awe,very × Awe,1,0,0,0,0,0,0,0,0.0,very,very,1.0,False
qwen2.5:0.5b,qwen,very,Awe,very × Awe,2,5,0,0,5,0,5,0,2.5,awe,awe,1.0,False
qwen2.5:0.5b,qwen,very,Awe,very × Awe,3,10,10,10,10,10,10,10,10.0,awe,awe,1.0,False
qwen2.5:0.5b,qwen,very,Excitement,very × Excitement,1,0,0,0,0,0,0,0,0.0,nothing,very,0.0,False
qwen2.5:0.5b,qwen,very,Excitement,very × Excitement,2,10,10,10,10,10,10,10,10.0,excitement,excitement,1.0,False
qwen2.5:0.5b,qwen,very,Excitement,very × Excitement,3,0,0,0,0,0,0,0,0.0,neutral,excited sensation,1.0,False
qwen2.5:0.5b,qwen,very,Fear,very × Fear,1,1,1,1,1,1,1,1,1.0,Fear,very,1.0,False
qwen2.5:0.5b,qwen,very,Fear,very × Fear,2,0,0,0,0,0,0,0,0.0,Fear,very,1.0,False
qwen2.5:0.5b,qwen,very,Fear,very × Fear,3,0,0,0,0,0,0,0,0.0,Fear,Fear,1.0,False
qwen2.5:0.5b,qwen,more,Interest,more × Interest,1,0,0,0,0,0,0,0,0.0,emotion,interest more,1.0,False
qwen2.5:0.5b,qwen,more,Interest,more × Interest,2,5,5,0,3,3,3,0,2.95,more,more,0.7,False
qwen2.5:0.5b,qwen,more,Interest,more × Interest,3,0,0,0,0,0,0,0,0.0,interest,more,1.0,False
qwen2.5:0.5b,qwen,more,Craving,more × Craving,1,2,0,0,0,0,0,0,0.5,more,more,1.0,False
qwen2.5:0.5b,qwen,more,Craving,more × Craving,2,0,0,0,0,0,0,0,0.0,,more,1.0,False
qwen2.5:0.5b,qwen,more,Craving,more × Craving,3,0,0,0,0,0,0,0,0.0,more,more,1.0,False
qwen2.5:0.5b,qwen,more,Excitement,more × Excitement,1,0,1,2,2,1,1,0,1.05,more,more,1.0,False
qwen2.5:0.5b,qwen,more,Excitement,more × Excitement,2,10,10,10,10,10,10,10,10.0,more,more,1.0,False
qwen2.5:0.5b,qwen,more,Excitement,more × Excitement,3,0,10,0,10,0,0,0,2.5,more,more,1.0,False
qwen2.5:0.5b,qwen,more,Envy,more × Envy,1,0,0,0,0,0,0,0,0.0,negative,more,1.0,False
qwen2.5:0.5b,qwen,more,Envy,more × Envy,2,0,0,5,8,0,0,0,2.2,more,more,1.0,False
qwen2.5:0.5b,qwen,more,Envy,more × Envy,3,10,10,10,10,10,10,10,10.0,envious,more envy,1.0,False
